0.00	    178.00	 0.96
1.00	   3802.89	 0.82
2.00	   7016.24	 0.76
3.00	   9874.09	 0.83
4.00	  12429.84	 1.09
5.00	  14734.25	 1.59
6.00	  16835.44	 2.40
7.00	  18778.89	 3.56
8.00	  20607.44	 5.14
9.00	  22361.29	 7.20
10.00	  24078.00	 9.78
11.00	  25792.49	12.95
12.00	  27537.04	16.76
13.00	  29341.29	21.27
